Record ID,Company name,Phone Number,Company owner,Lead Status,Clay score,Country,Associated Note,Current Software ,Current Software Contract End Date,Core service,Industry_,Accounting software (US),Accounting Software (UK and ANZ),Accounting Software UK,Client Use Case,Associated Note IDs,Company Domain Name
26880560454,Integrated Protection Services (IPS), +1 859-309-6454,Chandler Sanders,Discovery Booked,85,United States,"Company: Integrated Protection Services Software: Building Reports & Websuite Accounting: Sedona Office Struggles/Needs: Have 3 softwares in total across all their branches, he would like to take a look at something that is all in one. Didnt really give me any pains on building reports but the 3 softwares is the main pain! Users: 50 to 100 (across multiple branches in different states) Services Offered: Fire & security alarms testing and inspection & Sprinklers Date: August 11th",Building Reports,,50/50 ,Fire & Security,Other,,,,85120524342,integratedprotection.com
26890882065,Local Fire Protection, +1 844-602-3473,Lacy Radziej,Discovery Booked,95,United States,,Other,,50/50 ,Fire,QB online,,,,,localfireprotection.com
25743680515,ABC Fire Stoppers - Fire & Safety Equipment, +1 305-261-6595,Tommy Haake,Discovery Booked,105,United States,,ZenFire,,Service & Maintenance,Fire,QB online,,,,,abcfirestoppers.com
25779373480,"Atlas Fire Protection, LLC", +1 423-745-3645,Tommy Haake,Discovery Booked,110,United States,"Outbound Discovery Booked - initial cold call was in May - stayed consistent with Zach until timing was right to start looking at a software Company: Atlas Fire Protection, LLC Software: None Accounting: QBO Struggles/Needs: No software at the moment - looking to go way from paper and digitalize the inspection process -wants easy accessible reports for inspections -scheduler to manage tech days -current process for service calls is taking call and adding to an excel sheet -wants a system to easily add jobs and tie in invoicing & reports to job -solution for rapid growth Users: believe it's 3 total in the field but hiring 2 more techs Services Offered: extinguisher, kitchen, dry chemical, back flow, e-light Install vs Service/Inspection: only 2-3 install projects rn - mainly service and inspection focused Date: 8/15 @ 1pm EST",None (N/A),,50/50 ,Fire,,,,,84550493054,atlasfirecompany.com
25748056713,"Fire Professional Services, Inc.", +1 713-303-4414,Daniela Richter,Discovery Booked,105,United States,,Custom Software,,50/50 ,Other,QB online,,,,,fireproservices.com
25738241850,Buckmiller Automatic Sprinkler, +1 212-966-1980,Alex Yung,Discovery Booked,110,United States,,Service Trade,,50/50 ,Fire,QB desktop,,,,,buckmillersprinkler.com
25750063991,"Precision Fire Protection, Inc.", +1 805-256-1840,Victoria Bradbury,Discovery Booked,110,United States,,None (N/A),,Installation,Fire,QB online,,,,,pfpinc.com
25738706263,Infinity Fire Protection Inc., +1 818-762-0314,Hunter Higgins,Discovery Booked,115,United States,"DISCOVERY RUN Customer/Location: Personnel/Title: Event: Lead Source: Result: Reason: Next Step: Meeting Summary Core Business/When They Started: sprinkler Size of Business/Techs vs. Office: 15 users Current Software, Operations: general Field Devices, IOS or Android: Operational Process, Current State: Inspections quoted with: Tracking recurring inspections with: Schedule with: Techs run inspections/create reports on: Deficiencies are marked and tracked with: Deficiencies are quoted with: Current Software, Accounting: qbd Likes About Current: Dislikes About Current: Gotta have it feature, that I don't have now: Product Blocker: Timeline to Purchase/Have they been looking?: last couple weeks,",,,50/50 ,Fire,,,,,71515443029,infinityfire.us
25618090830,Pahl Fire Protection Ltd, +1 403-952-1642,Tiernan Day,Discovery Booked,90,Canada,,,,50/50 ,Fire,,,,,,pahlfireprotection.com
25607156505,Orion Safety Equipment Ltd, +1 403-769-1799,Tiernan Day,Discovery Booked,85,Canada,,,,Service & Maintenance,Other,,,,,,orionsafety.ca
25090176344,Industrial Fire Services, +1 765-450-3938,Lacy Radziej,Discovery Booked,105,United States,"Company: Industrial Fire Services Software: NA Accounting: Foundations Struggles/Needs: scheduling the inspections/technicians was what hooked her - how quick that is to do based on previous conversations she was interested in compliance engine, report builder, & quoting Users: 5+ technicians - 3-4 in the backend (must be more in the install side with foundations being the accounting software) Services Offered: install, inspections, and service - sprinkler, extinguishers., unsure about alarms Date: 8/11 at 1:30 central (will adjust if needed based on scheduler's schedule that week) Booked With: @Paxton - first disco with Service Coordinator & Scheduler",,,50/50 ,Fire,Foundation,,,,84838186372,ifs-llc.net
25100879738,Dependable, +1 616-696-8000,Lacy Radziej,Discovery Booked,110,United States,":us: Outbound Discovery Booked :us: Company: Dependable Software: Service Trade Accounting: Computer Eaze Struggles/Needs: talked to her boss mark first - and let us know they shopped around for months and landed on ST he suggested reaching out to Afton (the admin) - she is not a huge fan of ST - scheduling, compliance, reports, etc Users: 3 techs, 2 back office - min Services Offered: install, inspections - sprinklers mostly Date: 8/20 at 12:30 eastern Booked With: @Paxton & Afton Hubspot Link: https://app.hubspot.com/contacts/4454113/record/0-2/25100879738?taskId=83606497618",Service Trade,,50/50 ,Fire,Computer Eaze,,,,85110915767,dependablefireprotection.com
25108151820,Fire Protection Parts, +1 800-976-2489,Paxton Rice,Discovery Booked,100,United States,,,,Service & Maintenance,Fire,,,,,,fireprotectionparts.net
25078290205,Fire Inspection Services Inc., +1 403-293-7611,Tiernan Day,Discovery Booked,115,Canada,no info on zoominfo,,,50/50 ,Fire,,,,,63214860561,fireinspectionservices.ca
25080913753,"QR Safety, Fire Protection Ltd.", +1 780-624-0624,Tiernan Day,Discovery Booked,100,Canada,,,,Service & Maintenance,Fire,,,,,,qrsafetyfpl.ca
23952165480,AZ Quality Fire & Safety LLC., +1 602-492-2736,Tommy Haake,Discovery Booked,20,United States,,,,Other,Fire & Security,,,,,,azqualityfire.com
23953511345,Fire Pro, +1 435-635-0107,Daniela Richter,Discovery Booked,100,United States,office in Nevada and Utah,,,Service & Maintenance,Fire,,,,,77226338866,fireprousa.com
22976468149,"Tri-State Fire Protection, Inc", +1 812-853-9229,Jack Young,Discovery Booked,110,United States,jeremy is dm to ask for on the phone,Inspect Point,,50/50 ,Fire,Computer Eaze,,,,63452386393,tristatefire.com
22994200963,"Herbert Williams Fire Equipment Ltd. - Fire Extinguishers, Fire Alarm & Fire Sprinkler Systems, Fire Protection", +1 416-292-8630,Tiernan Day,Discovery Booked,100,Canada,,ZenFire,,Service & Maintenance,Fire,Sage 100,,,,,herbertwilliams.com
22992470531,"Monroe Extinguisher Co., Inc.",(800) 388-5360,Alex Yung,Discovery Booked,110,United States,":us: Outbound Discovery Booked :us: Company: Monroe Extinguisher Software: None (looking at ST) Accounting: GP Struggles/Needs: Looking to make the techs' lives easier. The team has evaluated Service Trade in the past but was looking at ~100k and didn't go on price. The owners want to bring something on but have a lot of AI initiatives (sounds like they actually just want dynamic forms) and are waiting until AI can do more of the heavy lifting. Champ knows @Scottie Mac from a past org. Users: 10+ Services Offered: Extinguishers. Full service Date: 8/18 @ 10am ET Booked With: @Hunter Higgins , potential guest appearance @Scottie Mac;Tim knows Scott from Davis Almer",None (N/A),,Service & Maintenance,Fire,Other,,,,84725286518;81803546519,monroeextinguisher.com
22979794969,Metro Fire & Safety, +1 317-998-2040,Daniela Richter,Discovery Booked,105,United States,"sent text to David 7/28 @10am: Hey David it’s Daniela from Uptick! Hope you had a great weekend. Are you able to send me Jason’s phone number when you get the chance? I’d like to hopefully find some time that works for him. Thank you, D;I sent over MST times not CST times to david. clairify time when booking",None (N/A),,Service & Maintenance,Fire,,,,,84458025876;80889923089,metrofiresafetyllc.com
22994356058,CTS Fire & Safety, +1 630-892-2355,Lacy Radziej,Discovery Booked,105,United States,"Company: CTS Fire & Safety Hubspot: https://app.hubspot.com/contacts/4454113/record/0-2/22994356058 Software: FieldEdge Accounting: QBO Struggles/Needs: Fieldedge is just not cutting it as they grow - he does travel a lot for work - in NY and has been to Cali as well so mapping will be essential for Tim compliance engine - has been speaking with Paxton on this previously Users: 10+ - growing Service/Install: both (unsure of the ratio) - kitchen, extinguishers, alarms Commercial/Residential: commercial Date: 9/2 at 10am central - wanted something on the calendar and is really good at answering me & Paxton- going to stay on top of this to adjust the date and time as we get closer if needed overwhelmed with schools and an office move in august, really needed the first wk in sept. Booked with: @Paxton & Tim (principal/owner);Dan Martin - office manager",Other,,50/50 ,Fire & Security,QB online,,,,84661105041;60441019151,ctsfireandsafety.com
22743614059,Infinity Fire Protection, +1 877-899-3473,Victoria Bradbury,Discovery Booked,120,United States,,None (N/A),,50/50 ,Fire,QB desktop,,,,,www.infinity-fire.com
22027843124,"Automatic Suppression & Alarm Systems, Inc.",201-825-8855,Sophie Parker,Discovery Booked,30,United States,,,,,Fire,,,,,,automaticsuppression.com
22027862109,Absolute Fire Protection,413-733-3388,Alex Yung,Discovery Booked,90,United States,,Joyfill,,50/50 ,Fire,,,,,,absfireproinc.com
21815183184,Massachusetts Fire Technologies dba MassFire, +1 413-731-8000,Jack Young,Discovery Booked,110,United States,,None (N/A),,Service & Maintenance,Fire,QB desktop,,,,,massfire.com
21729246134,Academy Fire Life Safety, +1 800-773-4736,Jack Young,Discovery Booked,100,United States,"Phone call once a month, email every 2 weeks to confirm this meeting in Oct.;Meeting with Ryan Collins in October",,,50/50 ,Fire & Security,,,,,56520250946;56702520659,aifire.com
21576107055,Kint Fire Protection, +1 717-234-8004,Alex Yung,Discovery Booked,85,United States,Anette thought I said Ken I guess Ken gave me a call He did not know what was going on 717.885.3801,Service Trade,,50/50 ,Fire with Security,,,,,84620595557,kintcorp.com
21576184232,United Fire Protection Corp., +1 908-688-0300,Alex Yung,Discovery Booked,120,United States," @Scott MacRitchie wants to see thing on a bigger scale (they have clients with 40+ pre action systems) scott to create scenario/example of what that looks like what will this look like on the platform for them closer to 100 total users, 70 field 30 office looking at mid 2025 (~July 2025) she has a supervisor (carlos, in florida) that it will go through first, then to frank. but sounds like frank will take her and her supervisors word for it;@Scott MacRitchie at end of call they asked about what onboarding looks like. Specifically how data is transfered over and if onboarding is more hands on",Custom Software,,Service & Maintenance,Fire,,,,,58557834143;58241476493,ufpco.com
20700029604,Fortis Fire & Safety, +1 833-336-7847,Scott MacRitchie,Discovery Booked,90,United States,,,,50/50 ,Fire & Security,,,,,,fortisfire.com
20537841033,Constant Fire Protection Systems Ltd, +1 403-279-7973,Tiernan Day,Discovery Booked,95,Canada,,Inspect Point,,50/50 ,Fire,,,,,,cfps.ca
18929331207,Vendigard Fire,,Scott MacRitchie,Discovery Booked,35,United States,,None (N/A),,Service & Maintenance,Fire,QB online,Quickbooks Online ,,,,venfire.com
31294092659,H20 Fire Services Inc | Fire Extinguishers,16473894111,Tiernan Day,Discovery Completed- Not Ready To Buy,115,Canada,,Inspect Point,,50/50 ,Fire,,,,,,h2ofire.ca
31292230254,Richardson Fire Systems Inc., +1 519-650-8057,Tiernan Day,Discovery Completed- Not Ready To Buy,105,Canada,,,,50/50 ,Fire,,,,,,richardsonfire.com
31295191299,SEMFIRE Protection, +1 613-526-4770,Tiernan Day,Discovery Completed- Not Ready To Buy,110,Canada,,,,50/50 ,Fire,,,,,,semfire.ca
31252594727,OC FIRE & SAFETY LLC,,Tommy Haake,Discovery Completed- Not Ready To Buy,20,United States,,,,50/50 ,Fire & Security,,,,,,ocfiresafety.com
30902093949,LITTLE FIRE EQUIPMENT, +1 503-472-7524,Victoria Bradbury,Discovery Completed- Not Ready To Buy,25,United States,,,,Service & Maintenance,Fire,,,,,,littlefireequipment.com
30780438289,Cen-Tex Fire & Security, +1 254-845-4023,Daniela Richter,Discovery Completed- Not Ready To Buy,85,United States,"Discovery Completed - NRTB: Bobby & Matt (both ops guys), were open to seeing what else is out there. After multiple conversations, we were unable to get a single pain point from either of them. The only thing they would like to see is ""manager mobile"" hopefully coming soon to Uptick. Said everything seemed pretty similar to their current process on ST. After 2 years, they aren't using STs full platform. Only for scheduling, quoting, invoicing. unsure why they are also using excel, adobe, & microsoft as well as ST",Service Trade,,50/50 ,Other,QB online,,,,84533306251,ctxfire.com
30790061342,Eagle One Fire Systems, +1 214-476-2827,Daniela Richter,Discovery Completed- Not Ready To Buy,90,United States,Hunter spoke with santiago & said the benefits dont outweigh the risks on our platform...;@Daniela Richter did you source this one yourself? If so the original source is 'Offline Sources' so you get full credit :),Custom Software,,50/50 ,Other,,,,,85123644222;81986433858,eagleonefs.com
30787312740,Building Sprinkler Inc, +1 605-334-1880,Daniela Richter,Discovery Completed- Not Ready To Buy,95,United States,,Service Trade; ZenFire,,50/50 ,Fire,,,,,,buildingsprinkler.com
30789444269,Advanced Fire and Safety | Fire Protection Omaha, +1 402-885-8582,Daniela Richter,Discovery Completed- Not Ready To Buy,95,United States,no response sent i sent email with link about 6 years. Seems lost,,,50/50 ,Fire,QB online,,,,79178447894,advancedfireandsafety.com
30365701713,"Rockland Fire & Safety Co., Inc.", +1 845-358-1939,Alex Yung,Discovery Completed- Not Ready To Buy,95,United States,,,,50/50 ,Fire,,,,,,rocklandfire.wixsite.com
30349171847,Cali Pro Fire Protection,15109893656,Victoria Bradbury,Discovery Completed- Not Ready To Buy,90,United States,,,,,Fire,,Quickbooks,,,,caliprofireprotection.com
27843631640,Tikva Security, +1 646-397-6555,Jack Young,Discovery Completed- Not Ready To Buy,85,United States,Asked Scott for latest on lead.,,,50/50 ,Fire with Security,,,,,68316134692,tikvasecurity.com
26876478985,Sai Inc, +1 727-323-4300,Tommy Haake,Discovery Completed- Not Ready To Buy,95,United States,,Other,,Service & Maintenance,Fire & Security,QB desktop,,,,,saisystems.net
26879939689,Dorn Fire Protection, +1 513-871-7456,Paxton Rice,Discovery Completed- Not Ready To Buy,95,United States,,,,50/50 ,Fire,,,,,,dornfireprotection.com
25733611277,A Plus Fire Protection LLC, +1 443-766-8503,Sophie Parker,Discovery Completed- Not Ready To Buy,100,United States,,,,Service & Maintenance,Fire,,,,,,aplusfirepros.com
25752417628,Fire Power Systems Inc., +1 972-647-8172,Daniela Richter,Discovery Completed- Not Ready To Buy,105,United States,disco ended after it was known that we do not integrate with computerease,,,Service & Maintenance,Other,,,,,82799315129,firepowersystems.com
25732911266,Fire Shield LLC, +1 903-724-2713,Daniela Richter,Discovery Completed- Not Ready To Buy,100,United States,,,,Service & Maintenance,Other,,,,,,fireshieldllc.net
25747902293,PCM Fire Sprinklers LLC, +1 423-954-8827,Tommy Haake,Discovery Completed- Not Ready To Buy,105,United States,"DISCOVERY RUN--- PCM Fire Sprinkler Personnel/Title: Service manager/decision maker Event: Disco/ Lead Source: Outbound Next Step: Handover Core Business/When They Started: been 5 years full service Size of Business/Techs vs. Office: 3 inspectors 1 person in the office determine own schedule Current Software, Operations: Service Trade Operational Process, Current State: Inspections quoted with: Jobber Tracking recurring inspections with: Jobber Schedule with: Jobber Techs run inspections/create reports on: Jobber Deficiencies are marked and tracked with: Deficiencies are quoted with: Current Software, Accounting: QBO Likes About Current: scheduling, invoicing, reoccuring inspections. Dislikes About Current: first report tax",Service Trade,,Service & Maintenance,Fire,QB online,,,,67125555062,pcmfire.com
25779373469,Octagon Fire Prevention, +1 985-867-6770,Tommy Haake,Discovery Completed- Not Ready To Buy,100,United States,,Jobber,,Service & Maintenance,Fire,QB online,,,,,octagonfire.us
25739480428,All American Fire Protection, +1 910-496-0600,Tommy Haake,Discovery Completed- Not Ready To Buy,105,United States,"is the right GASFED company @Tommy Haake @Scott MacRitchie? Its in NC, we have a GA All American Fire Protection in hubspot and the emails are different",Service Trade,,50/50 ,Fire,,,,,76245534235,allamericanfireusa.com
25779373462,Bayside Fire Protection, +1 410-286-3314,Sophie Parker,Discovery Completed- Not Ready To Buy,115,United States,,Service Trade,,50/50 ,Fire,QB desktop,,,,,baysidefire.com
25739016746,Panhandle Fire Protection, +1 806-331-4046,Daniela Richter,Discovery Completed- Not Ready To Buy,115,United States,,None (N/A),,Service & Maintenance,Fire,,,,,,panhandlefire.com
25607156506,Okanagan Test Rite, +1 250-545-5951,Tiernan Day,Discovery Completed- Not Ready To Buy,90,Canada,,Inspect Point,7/16/26,Service & Maintenance,Fire,Other,,,,,okanagantestrite.com
25493982797,Moore Fire Protection, +1 425-271-5598,Sophie Parker,Discovery Completed- Not Ready To Buy,120,United States,,Service Trade,,50/50 ,Fire,NetSuite Oracle,,,,,moorefire.com
25308448032,Patriot Fire Inc, +1 954-999-5417,Hunter Higgins,Discovery Completed- Not Ready To Buy,125,United States,,,,Service & Maintenance,Fire,,,,,,patriotfirefl.com
25319061175,Proactive Fire Protection, +1 850-529-2521,Tommy Haake,Discovery Completed- Not Ready To Buy,105,United States,Shane sent email to patrick and he went online and booked a demo with scott,Inspect Point,,Service & Maintenance,Fire,QB online,,,,66323760525,proactivefireprotection.net
25143415191,A B Fire Systems Inc, +1 863-382-4153,Tommy Haake,Discovery Completed- Not Ready To Buy,95,United States,,None (N/A),,50/50 ,Fire,,Quickbooks,,,,easfireservices.com
25073754018,Valor Fire Prevention Inc, +1 604-828-4264,Tiernan Day,Discovery Completed- Not Ready To Buy,100,Canada,,,,Service & Maintenance,Fire,,,,,,valorfire.ca
25083495992,Western Canada Fire Protection, +1 250-727-3382,Scott MacRitchie,Discovery Completed- Not Ready To Buy,115,Canada,,Other,,50/50 ,Fire,QB online,quickbooks online,,,,westerncanadafireprotection.ca
23949217801,"Halo Fire Protection, LLC", +1 480-325-2280,Daniela Richter,Discovery Completed- Not Ready To Buy,25,United States,,Inspect Point,,Other,Fire,,,,,,halofireus.com
23946669201,Phillips Fire Design LLC, +1 719-719-3473,Daniela Richter,Discovery Completed- Not Ready To Buy,80,United States,https://phillipsfiredesign.com/,Custom Software,,Installation,Fire,,,,,71532300858,phillipsfiredesignllc.com
23953333648,"Microtek,LLC", +1 505-822-9100,Daniela Richter,Discovery Completed- Not Ready To Buy,35,United States,,Building Reports,,50/50 ,Fire,QB online,,,,,microtek-sys.com
22980152932,Northwest Security Systems, +1 479-927-2077,Tommy Haake,Discovery Completed- Not Ready To Buy,70,United States,,,,50/50 ,Fire & Security,,,,,,nwsecuritysystem.com
22976161964,Campbell Fire & Safety, +1 618-242-3140,Lacy Radziej,Discovery Completed- Not Ready To Buy,90,United States,,,,50/50 ,Fire,,,,,,campbellfireandsafety.com
22985277101,"AAA Fire Protection Resources, Inc.",(770) 963-0887,Tommy Haake,Discovery Completed- Not Ready To Buy,85,United States,,None (N/A),,50/50 ,Fire & Security,,,,,,aaafirepro.com
22699430206,"The Fire Group, Inc", +1 612-567-4653,Chandler Sanders,Discovery Completed- Not Ready To Buy,90,United States,The Fire Group Seven Hinson 105 stuff (65 field) No software Arizona branch has fiuaion Steven.hinson@thefiregroupinc.com Ph - 2188 203 909 Arrange a time in two weeks,Firemate,,50/50 ,Fire,,,,,60852965023,thefiregroupinc.com
22027920392,Collins Electric,413-592-9221,Sophie Parker,Discovery Completed- Not Ready To Buy,85,United States,,,,,Fire,,,,,,collinselectricco.com
22026952990,HELP Inc, +1 508-699-0300,Sophie Parker,Discovery Completed- Not Ready To Buy,95,United States,,,,50/50 ,Fire & Security,QB desktop,,,,,helpinc.com
22027916333,"Alarms Plus Security Services, LLC", +1 973-927-1500,Chandler Sanders,Discovery Completed- Not Ready To Buy,80,United States,,Inspect Point,,50/50 ,Fire & Security,,,,,,alarmsplusnj.com
21824879459,Interstate Fire Systems,9705900001,Jack Young,Discovery Completed- Not Ready To Buy,40,United States,,,,,Fire,,,,,,interstatefiresystems.com
21666674581,GREENWAY TECHNOLOGIES, +1 602-478-7313,Daniela Richter,Discovery Completed- Not Ready To Buy,95,United States,,Custom Software,,Service & Maintenance,Fire,,Oracle NetSuite by End of Year,,,,greenway-technologies.com
21659821966,Pastion Industries,760-345-7088,Victoria Bradbury,Discovery Completed- Not Ready To Buy,75,United States,,None (N/A),,50/50 ,Fire & Security,,,,,,pastionindustries.com
21576222753,Bell Fast Fire Protection Inc, +1 610-583-8677,Sophie Parker,Discovery Completed- Not Ready To Buy,95,United States,,Service Trade,,50/50 ,Fire,,,,,,bellfastfire.com
20700326577,Fire Safety First, +1 714-836-4800,Scott MacRitchie,Discovery Completed- Not Ready To Buy,115,United States, @Scott MacRitchieLeave this one for you Mate,,,50/50 ,Fire,,,,,67271219383,firesafetyfirst.com
18827283776,Getz Fire Equipment Co, +1 217-919-5022,Lacy Radziej,Discovery Completed- Not Ready To Buy,120,United States, -Require All Pass function,Inspect Point,,Service & Maintenance,Fire,,Microsoft Dynamics,,,49397093942,getzfire.com
19036191095,ORR Protection - Northern California Office, +1 925-251-0000,Tommy Haake,Discovery Completed- Not Ready To Buy,100,United States, -on hold deal due to a hard no during another product evaluation,Inspect Point,,50/50 ,Fire,,,,,47033483705,orrprotection.com
36407794456,AI Fire,,Daniela Richter,Discovery Completed- Working,0,United States,"Rachel works for AI Fire, which recently acquired them and is undergoing rapid growth. Their current pain points with ServiceTrade and Inspect Point revolve around: ERP Integration: Currently using GP (Microsoft Dynamics GP) but looking to move to a more modern ERP, with the CIO (Mike) strongly favoring Oracle Netsuite. This is a critical point. Consolidated Platform (All-in-One): They are tired of using multiple applications (ServiceTrade, Inspect Point, Device Magic) and want a single, integrated solution. Multi-District Management: They have 40+ districts, each currently logging into their own instance. They need a system that allows for a single platform view while still defaulting users to their specific district, with executive-level roll-up reporting. Fire Protection Specialization: Rachel highlighted that ServiceTrade sometimes ""lacks"" in its understanding of fire industry codes and standards. Your background and UpTick's fire-specific focus are significant differentiators. Growth Support: The new investor means continuous growth, so the system needs to be scalable and handle future expansion seamlessly. Forms and Reporting: The CIO has questions about how forms are managed, updated, and customized, especially given varying state and local requirements (e.g., California's Title 19 forms). Your Key Strengths to Highlight (UpTick) Based on your conversation, here are your strongest selling points: Deep Fire Protection Expertise: Emphasize your personal background and UpTick's specialized focus on fire protection, which directly addresses Rachel's feedback about ServiceTrade's limitations. Netsuite Integration (Upcoming): This is a huge win. You mentioned a basic out-of-the-box integration will be available by the end of September (this quarter). This aligns perfectly with their CIO's preference. All-in-One Solution: Showcase how UpTick consolidates various functionalities, reducing the need for multiple applications. This is a direct answer to their ""tired of bouncing around"" problem. Multi-Branch/Multi-District Management: Highlight your ""masters of filtering"" capability, demonstrating how individual districts can operate within one platform while providing a single, executive-level view. This is a strong selling point for PE-backed companies. Scalability for Growth: Position UpTick as a platform built for companies undergoing rapid growth, capable of handling increased users and business scope. Robust Forms Management: Explain your two-tier approach to reports: HTML-created reports: For content-focused jurisdictions. PDF editor style forms: For jurisdictions requiring specific formats and content (e.g., California Title 19). Emphasize the ability to customize forms while also leveraging your system for regulatory compliance. Customer-Centric Development: Mention your lead developer and entire development team being in North America for two months to gather ""voice of customer"" feedback. This shows a commitment to continuous improvement and responsiveness to user needs. ""Premium Partner"" Philosophy: Reinforce that you seek partners who desire growth and seamless integration, aligning with AI Fire's forward-thinking approach. Demo Strategy for Monday Acknowledge and Validate: Start by explicitly acknowledging their current challenges with ServiceTrade and Inspect Point, and validate their desire for a more unified and industry-specific solution. Lead with ERP Integration: Immediately address the Netsuite integration. This is a critical point for their CIO. Show them the roadmap and reaffirm the September availability. Showcase ""All-in-One"" Functionality: During the demo, actively demonstrate how various tasks (inspections, service, scheduling, reporting) are handled within a single interface, contrasting it with their current multi-application setup. Highlight Multi-District Capabilities: Explicitly show how UpTick manages multiple branches/districts with filtered views for users and rolled-up data for executives. This is a major pain point for them. Address Forms & Reporting Directly: Dedicate time to explain your forms capabilities. Show examples if possible, and discuss how you handle state and local regulations. Emphasize customization options. Emphasize Fire Protection Focus: Throughout the demo, subtly weave in how UpTick's design and features are tailored specifically for the fire protection industry, leveraging your background as a strength. Quantify Benefits (if possible): While you don't have hard numbers, you can speak to the types of benefits other large, growing fire protection companies have seen by consolidating and improving their workflows. Maintain Your ""No Trash Talk"" Rule: Rachel appreciated your stance on competition, so continue to frame conversations about other software in terms of ""opportunities."" Follow-Up Opportunities Post-Demo Recap: As you mentioned, offer a recap to Rachel to gather feedback on what resonated and what might have been missed. Future On-Site Visit: Propose an on-site visit to their corporate office or a relevant district to delve deeper into their workflows and specific needs, especially for their CIO (Mike). By focusing on these points, you'll demonstrate a clear understanding of AI Fire's challenges and position UpTick as the ideal solution for their current and future needs. Good luck with the demo!;DISCOVERY RUN Customer/Location: Personnel/Title: Jeff is EVP - 6/7 years, Mike came from Fire, Rachel, George is COO Event: Lead Source: Result: Reason: Next Step: Meeting Summary Core Business/When They Started: Size of Business/Techs vs. Office: Current Software, Operations: Field Devices, IOS or Android: Operational Process, Current State: Inspections quoted with: Tracking recurring inspections with: Schedule with: Techs run inspections/create reports on: Deficiencies are marked and tracked with: Deficiencies are quoted with: Current Software, Accounting: GP to NetSuite - The main thing Forms vs. Prompts, do they require a format in their geo? Likes About Current: Dislikes About Current: Gotta have it feature, that I don't have now: All in One Need different instances across all districts, 40+ instances Product Blocker: Timeline to Purchase/Have they been looking?: What are they paying now? Have they received quotes from a similar tier of platform?",Service Trade; Inspect Point,,50/50 ,Fire,Other,,,,84447073198;84282481060,aifire.com
36148769090,Lechner Services,,Scott MacRitchie,Discovery Completed- Working,0,United States,,,,,,,,,,,lechnerservices.com
35473024596,Visionary Systems,,Daniela Richter,Discovery Completed- Working,0,United States,,,,Installation,Fire & Security,QB online,,,,,vistechsys.com
33838057399,Valiant Fire Protection,,Paxton Rice,Discovery Completed- Working,105,United States,,,,50/50 ,Fire,,,,,,valiantfireprotection.com
31604185393,Classic Fire + Life Safety,14167403000,Tiernan Day,Discovery Completed- Working,95,Canada,,Other,,50/50 ,Fire & Security,Other,,,,,classicfls.com
31276749838,SI Alarms Ltd, +1 204-231-1606,Tiernan Day,Discovery Completed- Working,85,Canada,,,,50/50 ,Fire,,,,,,sialarms.com
31287566198,Husky Fire Protection, +1 647-308-4058,Tiernan Day,Discovery Completed- Working,95,Canada,,Inspect Point,,50/50 ,Fire,,,,,,huskyfireprotection.ca
31294693473,Niagara Fire Alarms, +1 289-309-5333,Tiernan Day,Discovery Completed- Working,90,Canada,,Other; Jobber,,Service & Maintenance,Fire,QB online,,,,,niagarafirealarms.ca
31272910118,Com-Plex Systems Ltd, +1 905-212-1474,Tiernan Day,Discovery Completed- Working,95,Canada,,,,50/50 ,Fire,,,,,,com-plex.net
31294693468,Ultimate Fire Protection Ltd., +1 289-686-0547,Tiernan Day,Discovery Completed- Working,125,Canada,,,,Service & Maintenance,Fire,,,,,,ultimatefire.ca
31277994301,Levitt-Safety Sudbury, +1 705-673-0547,Tiernan Day,Discovery Completed- Working,15,Canada,,,,Other,Security with Fire,,,,,,levitt-safety.com
31268924206,MyFire Protection Inc., +1 416-837-2350,Tiernan Day,Discovery Completed- Working,90,Canada,,,,50/50 ,Fire,,,,,,myfireprotection.ca
30783534983,Fire Safe Systems Inc, +1 310-542-0585,Victoria Bradbury,Discovery Completed- Working,95,United States,https://lifetimefire.com/ (drew is the owner of life time fire) this company has not been created in hubspot,None (N/A),,50/50 ,Fire,QB online,,,,82370188445,firesafegroup.com
30779973905,Flue Steam Inc, +1 800-700-3583,Victoria Bradbury,Discovery Completed- Working,70,United States,"Disco Run Outcome: Deal Source: Met with: Users: Pains: Current Software: passport for invoicing and accounts recievable - company cam for docusomentation on site - scheduling and CRM is old school pen and paper  - 9.9% - dont do a whole lots of installations - digitising it - moving it away from paper and pencil - easier to track things that have happened - not at this time - not so much for the extinguishers and fire systems - they do track the exhaust systems - dont track model numbers - generate an invoice through the accounting pr0gram, handed invoice, go to jo, make notes on the invoice - taking pitcrtures and click notes in the pitctures - wanna bring it in to the current century. - ten people in the office and 6 are involved - 23 techs on kitchen and exhaust - 5 - Accounting: QB Type: Timeline: Next Step: Follow Up Email Sent: Next Step Booked:   grease filter and exchange service. - been there 30 years - san diego to santa barbara Company: Flue Steam Inc Software: Currently using a mix of tools, mentioned CompanyCam for file/photo storage, still confirming if they use a full inspection platform. Accounting: QB Struggles/Needs: Stopped by our booth at NFPA and is actively looking for software. Wants something that can handle photo/file storage like CompanyCam and integrates with Compliance Engine. Users: 23 techs Services Offered: Hood cleaning and inspections, suppression system service/inspection, extinguisher service/inspection Date: 7/24 Booked With: @Scottie Mac and @Billy Remmington",Other,,Service & Maintenance,Fire with Security,Other,,,,84195639900,fluesteam.com
